handwashing,p20,urban,povcal_year,iso3,value,total,percentage,demographic
no soap and water,Not P20,Rural,2005,LSO,25040.4326098116,50775.9437299507,0.49315543484505,Not P20 Rural
no soap and water,Not P20,Urban,2005,LSO,75328.6340821446,136832.89489655,0.550515533118665,Not P20 Urban
no soap and water,P20,Rural,2005,LSO,45717.4242241914,53584.4447554864,0.853184621634257,P20 Rural
no soap and water,P20,Urban,2005,LSO,7151.50858282769,7151.50858282769,1,P20 Urban
no soap and water,Not P20,Rural,2006,LSO,28789.6962656462,57228.4534667367,0.503066123958423,Not P20 Rural
no soap and water,Not P20,Urban,2006,LSO,76601.635363846,139145.275211216,0.550515533118665,Not P20 Urban
no soap and water,P20,Rural,2006,LSO,43163.9189082984,48895.5526644943,0.8827780146893,P20 Rural
no soap and water,P20,Urban,2006,LSO,7272.3640809124,7272.3640809124,1,P20 Urban
no soap and water,Not P20,Rural,2007,LSO,31043.9521768283,59259.0840165871,0.523868242177669,Not P20 Rural
no soap and water,Not P20,Urban,2007,LSO,82289.2063045421,144341.040410861,0.570102626878047,Not P20 Urban
no soap and water,P20,Rural,2007,LSO,40343.8628435224,46030.42646319,0.876460766136612,P20 Rural
no soap and water,P20,Urban,2007,LSO,925.258221037468,925.258221037468,1,P20 Urban
no soap and water,Not P20,Rural,2008,LSO,32523.9501534379,60441.8354337553,0.538103284257216,Not P20 Rural
no soap and water,Not P20,Urban,2008,LSO,81422.2890917463,142820.406805745,0.570102626878047,Not P20 Urban
no soap and water,P20,Rural,2008,LSO,38111.7938675161,43738.449510124,0.87135676491446,P20 Rural
no soap and water,P20,Urban,2008,LSO,915.510620907147,915.510620907147,1,P20 Urban
no soap and water,Not P20,Rural,2009,LSO,33403.9130953844,61007.3816772296,0.54753887442857,Not P20 Rural
no soap and water,Not P20,Urban,2009,LSO,80505.2953058192,141211.935378506,0.570102626878047,Not P20 Urban
no soap and water,P20,Rural,2009,LSO,36436.3173253738,41999.6044687982,0.867539534864966,P20 Rural
no soap and water,P20,Urban,2009,LSO,905.199960771122,905.199960771122,1,P20 Urban
no soap and water,Not P20,Rural,2010,LSO,33018.3432450451,60303.1945074296,0.54753887442857,Not P20 Rural
no soap and water,Not P20,Urban,2010,LSO,79576.0504423819,139581.974701906,0.570102626878047,Not P20 Urban
no soap and water,P20,Rural,2010,LSO,36015.7454786579,41514.817516949,0.867539534864966,P20 Rural
no soap and water,P20,Urban,2010,LSO,894.75154975996,894.75154975996,1,P20 Urban
no soap and water,Not P20,Rural,2011,LSO,10352.8556791798,18907.9829080344,0.54753887442857,Not P20 Rural
no soap and water,Not P20,Urban,2011,LSO,24950.9601264667,43765.7343610241,0.570102626878047,Not P20 Urban
no soap and water,P20,Rural,2011,LSO,11292.6869876965,13016.913389952,0.867539534864966,P20 Rural
no soap and water,P20,Urban,2011,LSO,280.548106082742,280.548106082742,1,P20 Urban
no soap and water,Not P20,Rural,2012,LSO,12143.5659695948,20746.5241756665,0.585330143342177,Not P20 Rural
no soap and water,Not P20,Urban,2012,LSO,25090.4587888977,44010.4248006998,0.570102626878047,Not P20 Urban
no soap and water,P20,Rural,2012,LSO,9622.99505626723,11356.8614593733,0.847328735204824,P20 Rural
no soap and water,P20,Urban,2012,LSO,282.116626305922,282.116626305922,1,P20 Urban
no soap and water,Not P20,Rural,2013,LSO,11764.6319536618,20425.3519459309,0.575981847696169,Not P20 Rural
no soap and water,Not P20,Urban,2013,LSO,25258.9205762788,44305.9185932887,0.570102626878047,Not P20 Urban
no soap and water,P20,Rural,2013,LSO,10148.0736208674,11893.5815103171,0.853239506709091,P20 Rural
no soap and water,P20,Urban,2013,LSO,284.010807337735,284.010807337735,1,P20 Urban
no soap and water,Not P20,Rural,2014,LSO,10557.7131454072,19282.1252306982,0.54753887442857,Not P20 Rural
no soap and water,Not P20,Urban,2014,LSO,25444.6780560741,44631.7502436576,0.570102626878048,Not P20 Urban
no soap and water,P20,Rural,2014,LSO,11516.1413963049,13274.4859842006,0.867539534864966,P20 Rural
no soap and water,P20,Urban,2014,LSO,286.099460795683,286.099460795683,1,P20 Urban
no soap and water,Not P20,Rural,2015,LSO,10638.230137934,19429.1777894975,0.54753887442857,Not P20 Rural
no soap and water,Not P20,Urban,2015,LSO,25638.7285028586,44972.1283398735,0.570102626878048,Not P20 Urban
no soap and water,P20,Rural,2015,LSO,11603.9677141801,13375.7220827824,0.867539534864966,P20 Rural
no soap and water,P20,Urban,2015,LSO,288.281360211736,288.281360211736,1,P20 Urban
no soap and water,Not P20,Rural,2016,LSO,10720.7931218007,19579.9670534614,0.54753887442857,Not P20 Rural
no soap and water,Not P20,Urban,2016,LSO,25837.7099029879,45321.1556741607,0.570102626878048,Not P20 Urban
no soap and water,P20,Rural,2016,LSO,11694.0257583052,13479.5306592286,0.867539534864966,P20 Rural
no soap and water,P20,Urban,2016,LSO,290.518703170445,290.518703170445,1,P20 Urban
no soap and water,Not P20,Rural,2017,LSO,10805.5829295752,19734.8232869352,0.54753887442857,Not P20 Rural
no soap and water,Not P20,Urban,2017,LSO,26042.0580730456,45679.5966993788,0.570102626878047,Not P20 Urban
no soap and water,P20,Rural,2017,LSO,11786.5127772125,13586.139079007,0.867539534864966,P20 Rural
no soap and water,P20,Urban,2017,LSO,292.816389984923,292.816389984923,1,P20 Urban
no soap and water,Not P20,Rural,2018,LSO,10891.9692305922,19892.5952827722,0.54753887442857,Not P20 Rural
no soap and water,Not P20,Urban,2018,LSO,26250.2538809406,46044.7867512737,0.570102626878048,Not P20 Urban
no soap and water,P20,Rural,2018,LSO,11880.7412188753,13694.7548110584,0.867539534864966,P20 Rural
no soap and water,P20,Urban,2018,LSO,295.157339563748,295.157339563748,1,P20 Urban
no soap and water,Not P20,Rural,2000,MDV,1337.61429586254,161696.947994927,0.00827235338977767,Not P20 Rural
no soap and water,Not P20,Urban,2000,MDV,3044.78756447614,99912.8215259745,0.0304744427989613,Not P20 Urban
no soap and water,P20,Rural,2000,MDV,728.263347985372,15716.0950720052,0.0463386957541773,P20 Rural
no soap and water,Not P20,Rural,2001,MDV,1370.34685501404,163894.791358555,0.00836113731043542,Not P20 Rural
no soap and water,Not P20,Urban,2001,MDV,3119.29610506685,102357.773221474,0.0304744427989613,Not P20 Urban
no soap and water,P20,Rural,2001,MDV,746.084571330203,17859.699721007,0.041774754502319,P20 Rural
no soap and water,Not P20,Rural,2002,MDV,1348.67405424409,166222.002591255,0.00811369152831424,Not P20 Rural
no soap and water,Not P20,Urban,2002,MDV,3204.78089208671,105162.903657616,0.0304744427989613,Not P20 Urban
no soap and water,P20,Rural,2002,MDV,825.758499158689,20513.4981252571,0.0402543970860815,P20 Rural
no soap and water,Not P20,Rural,2003,MDV,1386.48522193159,167665.413054482,0.00826935738667254,Not P20 Rural
no soap and water,Not P20,Urban,2003,MDV,3294.62951587467,108111.230699416,0.0304744427989613,Not P20 Urban
no soap and water,P20,Rural,2003,MDV,848.909306414757,24305.368424332,0.0349268232266299,P20 Rural
no soap and water,Not P20,Rural,2004,MDV,1352.89663724706,168340.94145731,0.00803664649570792,Not P20 Rural
no soap and water,Not P20,Urban,2004,MDV,3391.88046791758,111302.460566504,0.0304744427989613,Not P20 Urban
no soap and water,P20,Rural,2004,MDV,948.482319705197,29296.4380936942,0.0323753459950256,P20 Rural
no soap and water,Not P20,Rural,2005,MDV,1311.60053722832,167577.440978693,0.00782683235624229,Not P20 Rural
no soap and water,Not P20,Urban,2005,MDV,3485.77422316642,114383.52609634,0.0304744427989613,Not P20 Urban
no soap and water,P20,Rural,2005,MDV,1053.48500212352,35530.9202059819,0.0296498091244526,P20 Rural
no soap and water,Not P20,Rural,2006,MDV,1501.07178459937,180181.332446373,0.00833089512780761,Not P20 Rural
no soap and water,Not P20,Urban,2006,MDV,3566.91534014186,117046.121685396,0.0304744427989613,Not P20 Urban
no soap and water,P20,Rural,2006,MDV,919.067716977001,27654.9423203256,0.0332333984403761,P20 Rural
no soap and water,Not P20,Rural,2007,MDV,1538.062812623,190443.075598131,0.0080762338446402,Not P20 Rural
no soap and water,Not P20,Urban,2007,MDV,3654.8151105984,119930.49830998,0.0304744427989612,Not P20 Urban
no soap and water,P20,Rural,2007,MDV,941.716373772172,22514.9245537879,0.0418263170956857,P20 Rural
no soap and water,Not P20,Rural,2008,MDV,1644.92847764302,200395.477654806,0.00820841117221474,Not P20 Rural
no soap and water,Not P20,Urban,2008,MDV,3744.32135532054,122867.590394406,0.0304744427989613,Not P20 Urban
no soap and water,P20,Rural,2008,MDV,895.580380704825,17777.8535878315,0.0503761815947135,P20 Rural
no soap and water,Not P20,Rural,2009,MDV,1781.86769764772,209489.430424135,0.00850576420032324,Not P20 Rural
no soap and water,Not P20,Urban,2009,MDV,3851.94114974495,126399.067413835,0.0304744427989613,Not P20 Urban
no soap and water,P20,Rural,2009,MDV,831.660812360182,14954.6684233871,0.0556121198287201,P20 Rural
no soap and water,Not P20,Rural,2010,MDV,1868.70133020358,215496.354300962,0.0086716145907218,Not P20 Rural
no soap and water,Not P20,Urban,2010,MDV,3917.45102928232,128548.733610179,0.0304744427989613,Not P20 Urban
no soap and water,P20,Rural,2010,MDV,789.275402454198,12764.8604646857,0.0618318864227108,P20 Rural
no soap and water,Not P20,Rural,2011,MDV,2558.64117197512,234704.379374303,0.0109015484874896,Not P20 Rural
no soap and water,Not P20,Urban,2011,MDV,4075.5590931846,133736.951978774,0.0304744427989613,Not P20 Urban
no soap and water,P20,Rural,2011,MDV,206.611325448198,2769.44289066308,0.0746039306839543,P20 Rural
no soap and water,Not P20,Rural,2012,MDV,2637.27282961299,241877.009731657,0.0109033629634285,Not P20 Rural
no soap and water,Not P20,Urban,2012,MDV,4254.88604974932,139621.45519177,0.0304744427989613,Not P20 Urban
no soap and water,P20,Rural,2012,MDV,249.652376549893,6045.79801895312,0.041293535736267,P20 Rural
no soap and water,Not P20,Rural,2013,MDV,2819.13200078529,257024.927998303,0.0109683213326448,Not P20 Rural
no soap and water,Not P20,Urban,2013,MDV,4451.50088756453,146073.24953998,0.0304744427989613,Not P20 Urban
no soap and water,P20,Rural,2013,MDV,201.195680686612,2354.19187597664,0.0854627368056588,P20 Rural
no soap and water,Not P20,Rural,2014,MDV,2950.87912289574,270297.355958879,0.0109171586693015,Not P20 Rural
no soap and water,Not P20,Urban,2014,MDV,4659.53386751914,152899.72316337,0.0304744427989613,Not P20 Urban
no soap and water,P20,Rural,2014,MDV,210.598203131156,1203.38594993594,0.175004704967983,P20 Rural
no soap and water,Not P20,Rural,2015,MDV,3191.8974344132,282934.128809149,0.0112814153875592,Not P20 Rural
no soap and water,Not P20,Urban,2015,MDV,4872.68680239181,159894.204942047,0.0304744427989613,Not P20 Urban
no soap and water,P20,Rural,2015,MDV,114.203407556675,986.563593292603,0.115758789735517,P20 Rural
no soap and water,Not P20,Rural,2016,MDV,3336.42268276519,296497.70744546,0.0112527773368329,Not P20 Rural
no soap and water,Not P20,Urban,2016,MDV,5093.31615678915,167134.020805222,0.0304744427989613,Not P20 Urban
no soap and water,P20,Rural,2016,MDV,119.37439947572,278.569895059237,0.428525844296044,P20 Rural
no soap and water,Not P20,Rural,2017,MDV,3482.98972387717,309688.862205113,0.011246738739898,Not P20 Rural
no soap and water,Not P20,Urban,2017,MDV,5317.0624711889,174476.117783854,0.0304744427989613,Not P20 Urban
no soap and water,P20,Rural,2017,MDV,124.618445023683,124.618445023683,1,P20 Rural
no soap and water,Not P20,Rural,2018,MDV,3618.36549539398,321725.753489567,0.011246738739898,Not P20 Rural
no soap and water,Not P20,Urban,2018,MDV,5523.72441719056,181257.601775703,0.0304744427989613,Not P20 Urban
no soap and water,P20,Rural,2018,MDV,129.46207635129,129.46207635129,1,P20 Rural
no soap and water,Not P20,Rural,2000,MLI,3498322.3039481,5083451.87417685,0.688178503610712,Not P20 Rural
no soap and water,Not P20,Urban,2000,MLI,2411661.35742172,4747548.59566894,0.507980341606574,Not P20 Urban
no soap and water,P20,Rural,2000,MLI,6369420.62771136,7668162.81584319,0.830631897193354,P20 Rural
no soap and water,P20,Urban,2000,MLI,70629.8130464143,79469.1005134982,0.888770762347026,P20 Urban
no soap and water,Not P20,Rural,2001,MLI,4019337.92839228,5699807.74554055,0.705170789582675,Not P20 Rural
no soap and water,Not P20,Urban,2001,MLI,2450299.48316813,4833837.43020375,0.506905645576261,Not P20 Urban
no soap and water,P20,Rural,2001,MLI,6101443.23372707,7337593.82276146,0.831531886488482,P20 Rural
no soap and water,P20,Urban,2001,MLI,50464.4955347187,56150.1340280663,0.898742209760253,P20 Urban
no soap and water,Not P20,Rural,2002,MLI,4622726.8537691,6457092.29415956,0.715914632031875,Not P20 Rural
no soap and water,Not P20,Urban,2002,MLI,2529771.4662843,4948810.25407202,0.511187808060075,Not P20 Urban
no soap and water,P20,Rural,2002,MLI,5864413.18525828,7043169.32317412,0.832638392770513,P20 Rural
no soap and water,P20,Urban,2002,MLI,39406.6778759263,42119.7243828698,0.935587268276454,P20 Urban
no soap and water,Not P20,Rural,2003,MLI,4689907.11813757,6518784.15250239,0.719445069574399,Not P20 Rural
no soap and water,Not P20,Urban,2003,MLI,2617902.45108471,5124676.49813509,0.510842479917978,Not P20 Urban
no soap and water,P20,Rural,2003,MLI,6121199.29922353,7343117.9422844,0.833596756491597,P20 Rural
no soap and water,P20,Urban,2003,MLI,40848.9719242911,43655.1866155862,0.935718641727367,P20 Urban
no soap and water,Not P20,Rural,2004,MLI,4745291.21218747,6615710.05696037,0.717276176152092,Not P20 Rural
no soap and water,Not P20,Urban,2004,MLI,2739977.00185885,5362544.58591267,0.51094717404434,Not P20 Urban
no soap and water,P20,Rural,2004,MLI,6430177.82963367,7710649.36133895,0.833934669870279,P20 Rural
no soap and water,P20,Urban,2004,MLI,46237.6436073446,49174.497067044,0.940276898903607,P20 Urban
no soap and water,Not P20,Rural,2005,MLI,4652458.7504071,6606701.88305609,0.704202918908608,Not P20 Rural
no soap and water,Not P20,Urban,2005,MLI,2893762.58591264,5650331.30405882,0.512140338361037,Not P20 Urban
no soap and water,P20,Rural,2005,MLI,6812940.92932086,8157266.26285054,0.835199037249532,P20 Rural
no soap and water,P20,Urban,2005,MLI,48597.4756531756,51672.4152780214,0.940491660621992,P20 Urban
no soap and water,Not P20,Rural,2006,MLI,4447237.85797756,6338356.26572081,0.701638985178093,Not P20 Rural
no soap and water,Not P20,Urban,2006,MLI,3023495.90612491,5903356.164692,0.512165592211504,Not P20 Urban
no soap and water,P20,Rural,2006,MLI,7453086.49599165,8968359.43924472,0.831042349103185,P20 Rural
no soap and water,P20,Urban,2006,MLI,54257.3895791306,59012.9735890207,0.919414601219572,P20 Urban
no soap and water,Not P20,Rural,2007,MLI,3116928.87121357,4332215.91839583,0.719476805848524,Not P20 Rural
no soap and water,Not P20,Urban,2007,MLI,2097611.73582133,3787028.53492697,0.553893829020694,Not P20 Urban
no soap and water,P20,Rural,2007,MLI,5257616.87509998,6245062.05724127,0.841883847896062,P20 Rural
no soap and water,P20,Urban,2007,MLI,34078.0213171319,37083.3652809617,0.91895708652492,P20 Urban
no soap and water,Not P20,Rural,2008,MLI,3115643.28942086,4340345.69433678,0.717832981249883,Not P20 Rural
no soap and water,Not P20,Urban,2008,MLI,2121828.12278195,3839443.73653508,0.552639462480259,Not P20 Urban
no soap and water,P20,Rural,2008,MLI,5669996.58047689,6713856.83566639,0.84452152008304,P20 Rural
no soap and water,P20,Urban,2008,MLI,40059.9677900063,45314.0146664825,0.884052496448467,P20 Urban
no soap and water,Not P20,Rural,2009,MLI,3039752.76826594,4262102.20695658,0.713205038420821,Not P20 Rural
no soap and water,Not P20,Urban,2009,MLI,2166279.47300228,3925654.36987205,0.551826337445211,Not P20 Urban
no soap and water,P20,Rural,2009,MLI,6047387.90653545,7171845.89981834,0.84321219265024,P20 Rural
no soap and water,P20,Urban,2009,MLI,45773.9750685936,55283.0288794007,0.827993255732226,P20 Urban
no soap and water,Not P20,Rural,2010,MLI,2968624.9860749,4219582.56806812,0.703535228470252,Not P20 Rural
no soap and water,Not P20,Urban,2010,MLI,2217906.37170219,4021735.70057553,0.551479892471502,Not P20 Urban
no soap and water,P20,Rural,2010,MLI,6483698.96261029,7645931.17499668,0.847993372450558,P20 Rural
no soap and water,P20,Urban,2010,MLI,55144.3307180224,64868.5740854959,0.850093153663945,P20 Urban
no soap and water,Not P20,Rural,2011,MLI,2528595.29170782,3670026.24191654,0.688985616186589,Not P20 Rural
no soap and water,Not P20,Urban,2011,MLI,2222745.12661155,4057860.91150223,0.547762768386432,Not P20 Urban
no soap and water,P20,Rural,2011,MLI,7225759.48655934,8652202.72344138,0.835135250238951,P20 Rural
no soap and water,P20,Urban,2011,MLI,97780.3759034792,114704.54089882,0.852454271969325,P20 Urban
no soap and water,Not P20,Rural,2012,MLI,2024445.48108406,3046289.89687257,0.664561006870171,Not P20 Rural
no soap and water,Not P20,Urban,2012,MLI,2231520.88319066,4104778.22249957,0.543639817361875,Not P20 Urban
no soap and water,P20,Rural,2012,MLI,8004394.15772685,9616225.88201,0.832384165673712,P20 Rural
no soap and water,P20,Urban,2012,MLI,179765.726769269,214646.120707623,0.83749813961993,P20 Urban
no soap and water,Not P20,Rural,2013,MLI,1703472.50215068,2611085.13570427,0.652400214323619,Not P20 Rural
no soap and water,Not P20,Urban,2013,MLI,2193720.50576999,4080884.58603004,0.537560045995832,Not P20 Urban
no soap and water,P20,Rural,2013,MLI,8593056.03738849,10413066.949032,0.82521855275187,P20 Rural
no soap and water,P20,Urban,2013,MLI,381912.77158735,455810.954087449,0.837875369520143,P20 Urban
no soap and water,Not P20,Rural,2014,MLI,728675.96752104,1170531.92264294,0.622516954408015,Not P20 Rural
no soap and water,Not P20,Urban,2014,MLI,1092453.63413014,2175292.51510797,0.502209990859972,Not P20 Urban
no soap and water,P20,Rural,2014,MLI,4604702.97625205,5519247.42910057,0.834299066204838,P20 Rural
no soap and water,P20,Urban,2014,MLI,151986.033980833,195491.936651805,0.777454234603747,P20 Urban
no soap and water,Not P20,Rural,2015,MLI,811641.851248833,1279945.37494107,0.634122257980114,Not P20 Rural
